sample_id,model,setting,question_id,image_path,level,class_name,answer_type,question,gold,raw_prediction,parser_prediction,auto_correct,auto_error_type,parser_ok,corrected_prediction,notes
parser_v04_106,LLaVA-1.5-7B,full_image,manual_0075_manual_0075_umbrella_1_l4_umbrella_3_color_red_yes,images/manual_0075.png,L4,umbrella,yes_no,Is the rightmost umbrella red?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_107,LLaVA-1.5-7B,full_image,manual_20260713_0148_manual_20260713_0148_hat_1_l4_hat_1_color_green_yes,images/manual_20260713_0148.png,L4,hat,yes_no,Is the leftmost hat green?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_108,LLaVA-1.5-7B,full_image,manual_20260713_0053_manual_20260713_0053_motorcycle_1_l4_motorcycle_2_color_orange_yes,images/manual_20260713_0053.jpg,L4,motorcycle,yes_no,Is the second from left motorcycle orange?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_109,LLaVA-1.5-7B,full_image,coco_300137_coco_300137_chair_1_l4_chair_1_color_yellow_yes,images/coco_000000300137.jpg,L4,chair,yes_no,Is the leftmost chair yellow?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_110,LLaVA-1.5-7B,full_image,gqa_2395872_gqa_2395872_bag_1_l4_bag_1_color_black_yes,images/gqa_2395872.jpg,L4,bag,yes_no,Is the leftmost bag black?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_111,LLaVA-1.5-7B,full_image,manual_0053_manual_0053_person_1_l3_person_2_left_person_1,images/manual_0053.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing blue upper clothing?,red,Red,red,TRUE,correct,yes,,
parser_v04_112,LLaVA-1.5-7B,full_image,manual_20260713_0010_manual_20260713_0010_motorcycle_1_l3_motorcycle_2_left_motorcycle_1,images/manual_20260713_0010.jpg,L3,motorcycle,attribute,What color is the motorcycle immediately to the left of the red motorcycle?,green,Green,green,TRUE,correct,yes,,
parser_v04_113,LLaVA-1.5-7B,full_image,manual_20260713_0046_manual_20260713_0046_chair_1_l4_chair_2_color_yellow_yes,images/manual_20260713_0046.jpg,L4,chair,yes_no,Is the second from left chair yellow?,yes,Yes,yes,TRUE,correct,yes,,
parser_v04_114,LLaVA-1.5-7B,full_image,coco_307800_coco_307800_person_1_l4_person_2_upper_clothing_color_pink_no,images/coco_000000307800.jpg,L4,person,yes_no,Is the upper clothing of the middle person pink?,no,No,no,TRUE,correct,yes,,
parser_v04_115,LLaVA-1.5-7B,crop_oracle,manual_20260713_0178_manual_20260713_0178_bottle_1_l3_bottle_1_right_bottle_2,images/manual_20260713_0178.png,L3,bottle,attribute,What color is the bottle immediately to the right of the blue bottle?,orange,Orange,orange,TRUE,correct,yes,,
parser_v04_116,LLaVA-1.5-7B,context_crop,manual_20260713_0140_manual_20260713_0140_bottle_1_l3_bottle_3_left_bottle_2,images/manual_20260713_0140.png,L3,bottle,attribute,What color is the bottle immediately to the left of the black bottle?,green,Green,green,TRUE,correct,yes,,
parser_v04_117,LLaVA-1.5-7B,full_image,manual_0066_manual_0066_person_1_l4_person_5_upper_clothing_color_red_yes,images/manual_0066.jpg,L4,person,yes_no,Is the upper clothing of the rightmost person red?,yes,Yes,yes,TRUE,correct,yes,,
parser_v04_118,LLaVA-1.5-7B,box_guided,manual_20260713_0028_manual_20260713_0028_chair_1_l1_chair_4_color,images/manual_20260713_0028.jpg,L1,chair,attribute,What color is the rightmost chair?,orange,Orange,orange,TRUE,correct,yes,,
parser_v04_119,LLaVA-1.5-7B,context_crop,manual_0102_manual_0102_person_1_l3_person_3_right_person_4,images/manual_0102.png,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing red upper clothing?,black,Black,black,TRUE,correct,yes,,
parser_v04_120,LLaVA-1.5-7B,crop_oracle,manual_20260713_0098_manual_20260713_0098_box_1_l3_box_3_left_box_2,images/manual_20260713_0098.jpg,L3,box,attribute,What color is the box immediately to the left of the blue box?,green,Green,green,TRUE,correct,yes,,
parser_v04_121,LLaVA-OneVision-7B,full_image,manual_0087_manual_0087_umbrella_1_l1_umbrella_2_color,images/manual_0087.png,L1,umbrella,attribute,What color is the middle umbrella?,black,Blue,blue,FALSE,adjacent_misbinding,yes,,
parser_v04_122,LLaVA-OneVision-7B,context_crop,manual_0099_manual_0099_umbrella_1_l1_umbrella_1_color,images/manual_0099.png,L1,umbrella,attribute,What color is the leftmost umbrella?,blue,Black,black,FALSE,adjacent_misbinding,yes,,
parser_v04_123,LLaVA-OneVision-7B,context_crop,manual_0096_manual_0096_bag_1_l1_bag_5_color,images/manual_0096.png,L1,bag,attribute,What color is the rightmost bag?,yellow,Purple,purple,FALSE,adjacent_misbinding,yes,,
parser_v04_124,LLaVA-OneVision-7B,full_image,manual_20260713_0058_manual_20260713_0058_bottle_1_l2_bottle_2_color_yellow,images/manual_20260713_0058.jpg,L2,bottle,position,"Where is the yellow bottle?
A. leftmost
B. middle
C. rightmost",middle,C,rightmost,FALSE,adjacent_misbinding,yes,,
parser_v04_125,LLaVA-OneVision-7B,full_image,coco_561745_coco_561745_person_1_l3_person_1_right_person_2,images/coco_000000561745.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing gray upper clothing?,white,Black,black,FALSE,adjacent_misbinding,yes,,
parser_v04_126,LLaVA-OneVision-7B,box_guided,manual_0008_manual_0008_person_1_l1_person_1_upper_clothing_color,images/manual_0008.jpg,L1,person,attribute,What color is the upper clothing of the leftmost person?,blue,Pink,pink,FALSE,adjacent_misbinding,yes,,
parser_v04_127,LLaVA-OneVision-7B,full_image,manual_0101_manual_0101_person_1_l3_person_2_right_person_3,images/manual_0101.png,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing red upper clothing?,gray,Brown,brown,FALSE,adjacent_misbinding,yes,,
parser_v04_128,LLaVA-OneVision-7B,box_guided,manual_20260713_0033_manual_20260713_0033_hat_1_l1_hat_3_color,images/manual_20260713_0033.jpg,L1,hat,attribute,What color is the third from left hat?,orange,Green,green,FALSE,adjacent_misbinding,yes,,
parser_v04_129,LLaVA-OneVision-7B,crop_oracle,manual_0086_manual_0086_person_1_l3_person_2_right_person_3,images/manual_0086.png,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing green upper clothing?,red,Yellow,yellow,FALSE,adjacent_misbinding,yes,,
parser_v04_130,LLaVA-OneVision-7B,dim_non_target,manual_0019_manual_0019_person_1_l3_person_3_left_person_2,images/manual_0019.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing orange upper clothing?,black,white,white,FALSE,adjacent_misbinding,yes,,
parser_v04_131,LLaVA-OneVision-7B,full_image,manual_0053_manual_0053_person_1_l3_person_2_left_person_1,images/manual_0053.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing blue upper clothing?,red,White,white,FALSE,non_adjacent_misbinding,yes,,
parser_v04_132,LLaVA-OneVision-7B,context_crop,manual_20260713_0162_manual_20260713_0162_hat_1_l3_hat_5_left_hat_4,images/manual_20260713_0162.png,L3,hat,attribute,What color is the hat immediately to the left of the beige hat?,green,Blue,blue,FALSE,non_adjacent_misbinding,yes,,
parser_v04_133,LLaVA-OneVision-7B,box_guided,coco_36810_coco_36810_person_1_l3_person_2_right_person_3,images/coco_000000036810.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing white upper clothing?,blue,Black,black,FALSE,non_adjacent_misbinding,yes,,
parser_v04_134,LLaVA-OneVision-7B,crop_oracle,coco_420234_coco_420234_person_1_l1_person_3_upper_clothing_color,images/coco_000000420234.jpg,L1,person,attribute,What color is the upper clothing of the rightmost person?,gray,Black,black,FALSE,non_adjacent_misbinding,yes,,
parser_v04_135,LLaVA-OneVision-7B,box_guided,manual_0065_manual_0065_person_1_l3_person_1_right_person_2,images/manual_0065.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing beige upper clothing?,white,blue,blue,FALSE,non_adjacent_misbinding,yes,,
parser_v04_136,LLaVA-OneVision-7B,full_image,coco_286313_coco_286313_person_1_l3_person_2_right_person_3,images/coco_000000286313.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing white upper clothing?,gray,Black,black,FALSE,non_adjacent_misbinding,yes,,
parser_v04_137,LLaVA-OneVision-7B,full_image,manual_0088_manual_0088_person_1_l3_person_2_right_person_3,images/manual_0088.png,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing white upper clothing?,red,Black,black,FALSE,non_adjacent_misbinding,yes,,
parser_v04_138,LLaVA-OneVision-7B,full_image,coco_15345_coco_15345_person_1_l3_person_2_left_person_1,images/coco_000000015345.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing blue upper clothing?,multicolor,Gray,gray,FALSE,out_of_set_hallucination,yes,,
parser_v04_139,LLaVA-OneVision-7B,dim_non_target,manual_20260713_0144_manual_20260713_0144_motorcycle_1_l3_motorcycle_1_right_motorcycle_2,images/manual_20260713_0144.png,L3,motorcycle,attribute,What color is the motorcycle immediately to the right of the white motorcycle?,orange,Red,red,FALSE,out_of_set_hallucination,yes,,
parser_v04_140,LLaVA-OneVision-7B,dim_non_target,manual_20260713_0030_manual_20260713_0030_umbrella_1_l3_umbrella_3_right_umbrella_4,images/manual_20260713_0030.jpg,L3,umbrella,attribute,What color is the umbrella immediately to the right of the red umbrella?,blue,White,white,FALSE,out_of_set_hallucination,yes,,
parser_v04_141,LLaVA-OneVision-7B,box_guided,manual_0014_manual_0014_person_1_l3_person_4_left_person_3,images/manual_0014.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing multicolor upper clothing?,gray,white,white,FALSE,out_of_set_hallucination,yes,,
parser_v04_142,LLaVA-OneVision-7B,box_guided,coco_523871_coco_523871_chair_1_l3_chair_1_right_chair_2,images/coco_000000523871.jpg,L3,chair,attribute,What color is the chair immediately to the right of the white chair?,yellow,brown,brown,FALSE,out_of_set_hallucination,yes,,
parser_v04_143,LLaVA-OneVision-7B,box_guided,coco_232160_coco_232160_person_1_l3_person_3_left_person_2,images/coco_000000232160.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing gray upper clothing?,multicolor,orange,orange,FALSE,out_of_set_hallucination,yes,,
parser_v04_144,LLaVA-OneVision-7B,context_crop,manual_20260713_0117_manual_20260713_0117_bottle_1_l1_bottle_1_color,images/manual_20260713_0117.png,L1,bottle,attribute,What color is the leftmost bottle?,red,Pink,pink,FALSE,out_of_set_hallucination,yes,,
parser_v04_145,LLaVA-OneVision-7B,full_image,coco_148055_coco_148055_car_1_l4_car_3_color_black_yes,images/coco_000000148055.jpg,L4,car,yes_no,Is the rightmost car black?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_146,LLaVA-OneVision-7B,full_image,coco_301753_coco_301753_person_1_l4_person_3_upper_clothing_color_white_yes,images/coco_000000301753.jpg,L4,person,yes_no,Is the upper clothing of the rightmost person white?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_147,LLaVA-OneVision-7B,full_image,coco_417216_coco_417216_car_1_l4_car_2_color_black_yes,images/coco_000000417216.jpg,L4,car,yes_no,Is the middle car black?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_148,LLaVA-OneVision-7B,full_image,gqa_2391592_gqa_2391592_bag_1_l4_bag_2_color_orange_yes,images/gqa_2391592.jpg,L4,bag,yes_no,Is the middle bag orange?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_149,LLaVA-OneVision-7B,full_image,coco_446920_coco_446920_person_1_l4_person_3_upper_clothing_color_black_yes,images/coco_000000446920.jpg,L4,person,yes_no,Is the upper clothing of the rightmost person black?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_150,LLaVA-OneVision-7B,full_image,gqa_2353013_gqa_2353013_car_1_l4_car_2_color_black_yes,images/gqa_2353013.jpg,L4,car,yes_no,Is the middle car black?,yes,No,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_151,LLaVA-OneVision-7B,context_crop,manual_0022_manual_0022_umbrella_1_l3_umbrella_2_right_umbrella_3,images/manual_0022.jpg,L3,umbrella,attribute,What color is the umbrella immediately to the right of the orange umbrella?,black,Black,black,TRUE,correct,yes,,
parser_v04_152,LLaVA-OneVision-7B,dim_non_target,coco_300137_coco_300137_cup_1_l3_cup_3_left_cup_2,images/coco_000000300137.jpg,L3,cup,attribute,What color is the cup immediately to the left of the gray cup?,green,Green,green,TRUE,correct,yes,,
parser_v04_153,LLaVA-OneVision-7B,full_image,coco_36810_coco_36810_person_1_l3_person_2_left_person_1,images/coco_000000036810.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing white upper clothing?,black,Black,black,TRUE,correct,yes,,
parser_v04_154,LLaVA-OneVision-7B,full_image,manual_20260713_0060_manual_20260713_0060_bottle_1_l4_bottle_2_color_blue_no,images/manual_20260713_0060.jpg,L4,bottle,yes_no,Is the middle bottle blue?,no,No,no,TRUE,correct,yes,,
parser_v04_155,LLaVA-OneVision-7B,box_guided,manual_20260713_0015_manual_20260713_0015_bottle_1_l1_bottle_3_color,images/manual_20260713_0015.jpg,L1,bottle,attribute,What color is the rightmost bottle?,blue,Blue,blue,TRUE,correct,yes,,
parser_v04_156,LLaVA-OneVision-7B,box_guided,coco_175615_coco_175615_person_1_l1_person_1_upper_clothing_color,images/coco_000000175615.jpg,L1,person,attribute,What color is the upper clothing of the leftmost person?,black,Black,black,TRUE,correct,yes,,
parser_v04_157,LLaVA-OneVision-7B,full_image,manual_0094_manual_0094_car_1_l4_car_2_color_yellow_yes,images/manual_0094.png,L4,car,yes_no,Is the middle car yellow?,yes,Yes,yes,TRUE,correct,yes,,
parser_v04_158,LLaVA-OneVision-7B,full_image,coco_497049_coco_497049_person_1_l1_person_1_upper_clothing_color,images/coco_000000497049.jpg,L1,person,attribute,What color is the upper clothing of the leftmost person?,green,Green,green,TRUE,correct,yes,,
parser_v04_159,LLaVA-OneVision-7B,dim_non_target,coco_439623_coco_439623_car_1_l1_car_4_color,images/coco_000000439623.jpg,L1,car,attribute,What color is the rightmost car?,black,Black,black,TRUE,correct,yes,,
parser_v04_160,LLaVA-OneVision-7B,dim_non_target,coco_316617_coco_316617_person_1_l1_person_1_upper_clothing_color,images/coco_000000316617.jpg,L1,person,attribute,What color is the upper clothing of the leftmost person?,white,White,white,TRUE,correct,yes,,
parser_v04_161,MiniCPM-V-2.6,crop_oracle,manual_0010_manual_0010_person_1_l3_person_2_right_person_3,images/manual_0010.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing red upper clothing?,brown,White.,white,FALSE,adjacent_misbinding,yes,,
parser_v04_162,MiniCPM-V-2.6,dim_non_target,manual_0087_manual_0087_umbrella_1_l3_umbrella_1_right_umbrella_2,images/manual_0087.png,L3,umbrella,attribute,What color is the umbrella immediately to the right of the gray umbrella?,black,Blue.,blue,FALSE,adjacent_misbinding,yes,,
parser_v04_163,MiniCPM-V-2.6,full_image,manual_20260713_0135_manual_20260713_0135_umbrella_1_l2_umbrella_2_color_blue,images/manual_20260713_0135.png,L2,umbrella,position,"Where is the blue umbrella?
A. leftmost
B. second from left
C. middle
D. second from right
E. rightmost",second from left,C. middle.,middle,FALSE,adjacent_misbinding,yes,,
parser_v04_164,MiniCPM-V-2.6,crop_oracle,manual_0086_manual_0086_person_1_l3_person_2_left_person_1,images/manual_0086.png,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing green upper clothing?,white,Green.,green,FALSE,adjacent_misbinding,yes,,
parser_v04_165,MiniCPM-V-2.6,full_image,coco_364243_coco_364243_person_1_l3_person_3_left_person_2,images/coco_000000364243.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing gray upper clothing?,green,White.,white,FALSE,adjacent_misbinding,yes,,
parser_v04_166,MiniCPM-V-2.6,full_image,coco_174043_coco_174043_car_1_l4_car_2_color_gray_no,images/coco_000000174043.jpg,L4,car,yes_no,Is the middle car gray?,no,Yes.,yes,FALSE,adjacent_misbinding,yes,,
parser_v04_167,MiniCPM-V-2.6,context_crop,coco_487530_coco_487530_car_1_l3_car_2_left_car_1,images/coco_000000487530.jpg,L3,car,attribute,What color is the car immediately to the left of the red car?,blue,Red.,red,FALSE,adjacent_misbinding,yes,,
parser_v04_168,MiniCPM-V-2.6,full_image,coco_73622_coco_73622_chair_1_l4_chair_1_color_red_no,images/coco_000000073622.jpg,L4,chair,yes_no,Is the leftmost chair red?,no,Yes.,yes,FALSE,adjacent_misbinding,yes,,
parser_v04_169,MiniCPM-V-2.6,full_image,manual_20260713_0191_manual_20260713_0191_bottle_1_l3_bottle_4_left_bottle_3,images/manual_20260713_0191.png,L3,bottle,attribute,What color is the bottle immediately to the left of the green bottle?,black,Blue.,blue,FALSE,adjacent_misbinding,yes,,
parser_v04_170,MiniCPM-V-2.6,box_guided,manual_0019_manual_0019_person_1_l1_person_2_upper_clothing_color,images/manual_0019.jpg,L1,person,attribute,What color is the upper clothing of the middle person?,black,White.,white,FALSE,adjacent_misbinding,yes,,
parser_v04_171,MiniCPM-V-2.6,dim_non_target,coco_502963_coco_502963_umbrella_1_l3_umbrella_2_left_umbrella_1,images/coco_000000502963.jpg,L3,umbrella,attribute,What color is the umbrella immediately to the left of the gray umbrella?,black,White.,white,FALSE,non_adjacent_misbinding,yes,,
parser_v04_172,MiniCPM-V-2.6,box_guided,manual_20260713_0108_manual_20260713_0108_bag_1_l3_bag_2_right_bag_3,images/manual_20260713_0108.png,L3,bag,attribute,What color is the bag immediately to the right of the green bag?,orange,Brown.,brown,FALSE,non_adjacent_misbinding,yes,,
parser_v04_173,MiniCPM-V-2.6,dim_non_target,coco_299946_coco_299946_cup_1_l3_cup_2_right_cup_3,images/coco_000000299946.jpg,L3,cup,attribute,What color is the cup immediately to the right of the green cup?,yellow,Clear.,transparent,FALSE,non_adjacent_misbinding,yes,,Clear归一化为transparent，语义一致，标yes
parser_v04_174,MiniCPM-V-2.6,box_guided,coco_346621_coco_346621_car_1_l3_car_2_right_car_3,images/coco_000000346621.jpg,L3,car,attribute,What color is the car immediately to the right of the red car?,green,Yellow.,yellow,FALSE,non_adjacent_misbinding,yes,,
parser_v04_175,MiniCPM-V-2.6,full_image,coco_326970_coco_326970_person_1_l3_person_2_left_person_1,images/coco_000000326970.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing green upper clothing?,pink,Red.,red,FALSE,non_adjacent_misbinding,yes,,
parser_v04_176,MiniCPM-V-2.6,context_crop,coco_147685_coco_147685_person_1_l1_person_1_upper_clothing_color,images/coco_000000147685.jpg,L1,person,attribute,What color is the upper clothing of the leftmost person?,red,Black.,black,FALSE,non_adjacent_misbinding,yes,,
parser_v04_177,MiniCPM-V-2.6,box_guided,coco_428366_coco_428366_car_1_l1_car_1_color,images/coco_000000428366.jpg,L1,car,attribute,What color is the leftmost car?,black,White.,white,FALSE,non_adjacent_misbinding,yes,,
parser_v04_178,MiniCPM-V-2.6,dim_non_target,coco_446920_coco_446920_person_1_l3_person_2_right_person_3,images/coco_000000446920.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing white upper clothing?,black,Blue.,blue,FALSE,out_of_set_hallucination,yes,,
parser_v04_179,MiniCPM-V-2.6,crop_oracle,manual_20260713_0145_manual_20260713_0145_motorcycle_1_l3_motorcycle_2_left_motorcycle_1,images/manual_20260713_0145.png,L3,motorcycle,attribute,What color is the motorcycle immediately to the left of the red motorcycle?,beige,Brown.,brown,FALSE,out_of_set_hallucination,yes,,
parser_v04_180,MiniCPM-V-2.6,dim_non_target,gqa_2383720_gqa_2383720_bag_2_l1_bag_2_color,images/gqa_2383720.jpg,L1,bag,attribute,What color is the middle bag?,green,Black.,black,FALSE,out_of_set_hallucination,yes,,
parser_v04_181,MiniCPM-V-2.6,full_image,coco_151742_coco_151742_person_1_l3_person_2_left_person_1,images/coco_000000151742.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing white upper clothing?,gray,Blue.,blue,FALSE,out_of_set_hallucination,yes,,
parser_v04_182,MiniCPM-V-2.6,context_crop,coco_84241_coco_84241_person_1_l3_person_2_right_person_3,images/coco_000000084241.jpg,L3,person,attribute,What color is the upper clothing of the person immediately to the right of the person wearing pink upper clothing?,black,Purple.,purple,FALSE,out_of_set_hallucination,yes,,
parser_v04_183,MiniCPM-V-2.6,box_guided,manual_0083_manual_0083_person_1_l3_person_2_left_person_1,images/manual_0083.png,L3,person,attribute,What color is the upper clothing of the person immediately to the left of the person wearing black upper clothing?,yellow,Blue.,blue,FALSE,out_of_set_hallucination,yes,,
parser_v04_184,MiniCPM-V-2.6,box_guided,manual_0044_manual_0044_bag_1_l1_bag_4_color,images/manual_0044.jpg,L1,bag,attribute,What color is the rightmost bag?,black,Gray.,gray,FALSE,out_of_set_hallucination,yes,,
parser_v04_185,MiniCPM-V-2.6,full_image,gqa_2317453_gqa_2317453_bag_1_l4_bag_1_color_black_yes,images/gqa_2317453.jpg,L4,bag,yes_no,Is the leftmost bag black?,yes,No.,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_186,MiniCPM-V-2.6,full_image,gqa_2376932_gqa_2376932_chair_1_l4_chair_3_color_orange_yes,images/gqa_2376932.jpg,L4,chair,yes_no,Is the rightmost chair orange?,yes,No.,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_187,MiniCPM-V-2.6,full_image,manual_20260713_0153_manual_20260713_0153_hat_1_l4_hat_1_color_green_yes,images/manual_20260713_0153.png,L4,hat,yes_no,Is the leftmost hat green?,yes,No.,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_188,MiniCPM-V-2.6,full_image,coco_92935_coco_92935_person_1_l4_person_1_upper_clothing_color_purple_yes,images/coco_000000092935.jpg,L4,person,yes_no,Is the upper clothing of the leftmost person purple?,yes,No.,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_189,MiniCPM-V-2.6,full_image,manual_20260713_0022_manual_20260713_0022_bag_1_l4_bag_3_color_blue_yes,images/manual_20260713_0022.jpg,L4,bag,yes_no,Is the third from left bag blue?,yes,No.,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_190,MiniCPM-V-2.6,full_image,coco_435823_coco_435823_car_1_l4_car_3_color_yellow_yes,images/coco_000000435823.jpg,L4,car,yes_no,Is the rightmost car yellow?,yes,No.,no,FALSE,attribute_recognition_failure,yes,,
parser_v04_191,MiniCPM-V-2.6,context_crop,coco_197462_coco_197462_car_1_l1_car_3_color,images/coco_000000197462.jpg,L1,car,attribute,What color is the rightmost car?,black,Black.,black,TRUE,correct,yes,,
parser_v04_192,MiniCPM-V-2.6,crop_oracle,coco_228558_coco_228558_car_1_l1_car_1_color,images/coco_000000228558.jpg,L1,car,attribute,What color is the leftmost car?,black,Black.,black,TRUE,correct,yes,,
parser_v04_193,MiniCPM-V-2.6,crop_oracle,manual_20260713_0193_manual_20260713_0193_cup_1_l1_cup_1_color,images/manual_20260713_0193.png,L1,cup,attribute,What color is the leftmost cup?,green,Green.,green,TRUE,correct,yes,,
parser_v04_194,MiniCPM-V-2.6,full_image,coco_509403_coco_509403_person_1_l2_person_2_upper_clothing_color_gray,images/coco_000000509403.jpg,L2,person,position,"Where is the person wearing gray upper clothing?
A. leftmost
B. middle
C. rightmost",middle,B.,middle,TRUE,correct,yes,,
parser_v04_195,MiniCPM-V-2.6,full_image,coco_300876_coco_300876_person_1_l4_person_3_upper_clothing_color_multicolor_no,images/coco_000000300876.jpg,L4,person,yes_no,Is the upper clothing of the rightmost person multicolor?,no,No.,no,TRUE,correct,yes,,
parser_v04_196,MiniCPM-V-2.6,full_image,coco_101913_coco_101913_person_1_l4_person_1_upper_clothing_color_gray_no,images/coco_000000101913.jpg,L4,person,yes_no,Is the upper clothing of the leftmost person gray?,no,No.,no,TRUE,correct,yes,,
parser_v04_197,MiniCPM-V-2.6,full_image,coco_73622_coco_73622_chair_1_l4_chair_1_color_white_yes,images/coco_000000073622.jpg,L4,chair,yes_no,Is the leftmost chair white?,yes,Yes.,yes,TRUE,correct,yes,,
parser_v04_198,MiniCPM-V-2.6,context_crop,manual_20260713_0003_manual_20260713_0003_motorcycle_1_l3_motorcycle_1_right_motorcycle_2,images/manual_20260713_0003.jpg,L3,motorcycle,attribute,What color is the motorcycle immediately to the right of the orange motorcycle?,white,White.,white,TRUE,correct,yes,,
parser_v04_199,MiniCPM-V-2.6,full_image,manual_0094_manual_0094_car_1_l1_car_2_color,images/manual_0094.png,L1,car,attribute,What color is the middle car?,yellow,Yellow.,yellow,TRUE,correct,yes,,
parser_v04_200,MiniCPM-V-2.6,crop_oracle,coco_326970_coco_326970_person_1_l1_person_2_upper_clothing_color,images/coco_000000326970.jpg,L1,person,attribute,What color is the upper clothing of the middle person?,green,Green.,green,TRUE,correct,yes,,
